Entrez Gene IDA	Symbol A	Entrez Gene IDB	Symbol B	pmid/DOI
84932	RAB2B	92689	FAM114A1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84932	RAB2B	196472	FAM71C	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84936	ZFYVE19	129531	MITD1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84939	MUM1	119391	GSTO2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84959	UBASH3B	84959	UBASH3B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84959	UBASH3B	153328	SLC25A48	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84970	C1orf94	84970	C1orf94	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84970	C1orf94	93487	MAPK1IP1L	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84970	C1orf94	113878	DTX2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84970	C1orf94	114792	KLHL32	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84970	C1orf94	122183	PRR20A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84970	C1orf94	154313	C6orf165	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84970	C1orf94	169966	FAM46D	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84970	C1orf94	220164	DOK6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84975	MFSD5	90993	CREB3L1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84975	MFSD5	147872	CCDC155	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84984	CEP19	158405	KIAA1958	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84984	CEP19	163183	SYNE4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84985	FAM83A	146664	MGAT5B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84988	PPP1R16A	84988	PPP1R16A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84991	RBM17	171483	FAM9B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
84996	URB1-AS1	171483	FAM9B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85007	PHYKPL	85007	PHYKPL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85019	TMEM241	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85280	KRTAP9-4	85291	KRTAP4-2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85280	KRTAP9-4	90957	DHX57	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85280	KRTAP9-4	117144	CATSPER1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85280	KRTAP9-4	199834	LCE4A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85280	KRTAP9-4	353132	LCE1B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85280	KRTAP9-4	353144	LCE3C	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85280	KRTAP9-4	353145	LCE3E	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85280	KRTAP9-4	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85280	KRTAP9-4	386677	KRTAP10-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85280	KRTAP9-4	386680	KRTAP10-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85280	KRTAP9-4	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85280	KRTAP9-4	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85280	KRTAP9-4	440023	KRTAP5-6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85287	KRTAP4-7	117144	CATSPER1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85287	KRTAP4-7	143684	FAM76B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85287	KRTAP4-7	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85287	KRTAP4-7	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85287	KRTAP4-7	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85287	KRTAP4-7	388818	KRTAP26-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	130560	SPATA3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	147687	ZNF417	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	170082	TCEANC	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	199834	LCE4A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	202051	SPATA24	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	287015	TRIM42	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	353132	LCE1B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	353139	LCE2A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	353144	LCE3C	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	353145	LCE3E	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	386677	KRTAP10-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	386678	KRTAP10-11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	386680	KRTAP10-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	388818	KRTAP26-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	401508	FAM74A4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85291	KRTAP4-2	440023	KRTAP5-6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85293	KRTAP3-3	353144	LCE3C	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85294	KRTAP2-4	114971	PTPMT1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85294	KRTAP2-4	147744	TMEM190	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85294	KRTAP2-4	386677	KRTAP10-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85294	KRTAP2-4	386680	KRTAP10-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85302	FBF1	117178	SSX2IP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85302	FBF1	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85302	FBF1	130502	TTC32	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85302	FBF1	145282	MIPOL1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85302	FBF1	159989	CCDC67	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85359	DGCR6L	85376	RIMBP3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85359	DGCR6L	159989	CCDC67	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85376	RIMBP3	113878	DTX2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85376	RIMBP3	117144	CATSPER1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85376	RIMBP3	118738	ZNF488	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85403	EAF1	145282	MIPOL1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
85403	EAF1	222389	BEND7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
87769	GGACT	117245	HRASLS5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
89765	RSPH1	283385	MORN3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
89797	NAV2	134637	ADAT2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
89797	NAV2	159686	CFAP58	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
89870	TRIM15	167555	FAM151B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
89882	TPD52L3	116173	CMTM5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
89884	LHX4	91694	LONRF1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
89884	LHX4	112812	FDX1L	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
89885	FATE1	116841	SNAP47	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
89885	FATE1	132204	SYNPR	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
89885	FATE1	140767	NRSN1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
89885	FATE1	145957	NRG4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
89885	FATE1	147872	CCDC155	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
89885	FATE1	157753	TMEM74	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
89885	FATE1	163183	SYNE4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
89953	KLC4	163183	SYNE4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
89953	KLC4	220963	SLC16A9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
89953	KLC4	285753	CEP57L1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90011	KIR3DX1	158297	FAM154A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90060	CCDC120	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90060	CCDC120	284001	CCDC57	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90060	CCDC120	645455	CEP170P1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90121	TSR2	221504	ZBTB9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90133	KRT8P12	266740	MAGEA2B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90390	MED30	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90407	TMEM41A	147872	CCDC155	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90407	TMEM41A	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90410	IFT20	115106	HAUS1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90410	IFT20	123722	FSD2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90410	IFT20	159989	CCDC67	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90427	BMF	140735	DYNLL2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90427	BMF	284904	SEC14L4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90589	ZNF625	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90589	ZNF625	386672	KRTAP10-4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90589	ZNF625	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90589	ZNF625	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90589	ZNF625	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90594	ZNF439	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90594	ZNF439	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90594	ZNF439	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90594	ZNF439	386677	KRTAP10-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90594	ZNF439	386680	KRTAP10-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90594	ZNF439	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90594	ZNF439	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90594	ZNF439	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90799	CEP95	171483	FAM9B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90799	CEP95	220082	SPERT	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90874	ZNF697	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90874	ZNF697	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90874	ZNF697	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90874	ZNF697	386680	KRTAP10-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90874	ZNF697	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90874	ZNF697	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90933	TRIM41	90933	TRIM41	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90933	TRIM41	93474	ZNF670	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90933	TRIM41	118924	FRA10AC1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90933	TRIM41	147687	ZNF417	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90933	TRIM41	163050	ZNF564	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90933	TRIM41	220108	FAM124A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90933	TRIM41	253461	ZBTB38	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90933	TRIM41	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90957	DHX57	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90957	DHX57	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90957	DHX57	386677	KRTAP10-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90957	DHX57	386680	KRTAP10-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90957	DHX57	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90957	DHX57	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90993	CREB3L1	169026	SLC30A8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
90993	CREB3L1	219854	TMEM218	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91137	SLC25A46	139341	FUNDC1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91289	LMF2	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91289	LMF2	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91369	ANKRD40	91369	ANKRD40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91408	BTF3L4	167838	TXLNB	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91408	BTF3L4	200081	TXLNA	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91445	RNF185	91445	RNF185	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91445	RNF185	116173	CMTM5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91523	PCED1B	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91544	UBXN11	154313	C6orf165	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91582	RPS19BP1	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91647	ATPAF2	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91687	CENPL	171483	FAM9B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91694	LONRF1	91694	LONRF1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91694	LONRF1	140258	KRTAP13-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91694	LONRF1	287015	TRIM42	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91694	LONRF1	339834	CCDC36	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91694	LONRF1	389123	IQCF2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91703	ACY3	91703	ACY3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91703	ACY3	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91703	ACY3	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91703	ACY3	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91746	YTHDC1	159163	RBMY1F	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
91746	YTHDC1	202559	KHDRBS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
92283	ZNF461	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
92421	CHMP4C	128872	HMGB3P1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
92689	FAM114A1	116173	CMTM5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
92815	HIST3H2A	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
92822	ZNF276	653121	ZBTB8A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
92840	REEP6	92840	REEP6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
92906	HNRNPLL	92906	HNRNPLL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93100	NAPRT	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93100	NAPRT	284001	CCDC57	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93145	OLFM2	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93185	IGSF8	386672	KRTAP10-4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93185	IGSF8	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93185	IGSF8	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93185	IGSF8	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93185	IGSF8	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93233	CCDC114	115106	HAUS1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93233	CCDC114	115948	CCDC151	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93233	CCDC114	127703	C1orf216	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93426	SYCE1	114932	MRFAP1L1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93426	SYCE1	115106	HAUS1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93426	SYCE1	154865	IQUB	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93426	SYCE1	220082	SPERT	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93426	SYCE1	220134	SKA1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93426	SYCE1	415117	STX19	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93474	ZNF670	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93474	ZNF670	386680	KRTAP10-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93474	ZNF670	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93487	MAPK1IP1L	93487	MAPK1IP1L	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93487	MAPK1IP1L	391257	SUMO1P1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93621	MRFAP1	114932	MRFAP1L1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93621	MRFAP1	283768	GOLGA8G	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93621	MRFAP1	375341	C3orf62	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93621	MRFAP1	440321	FLJ32679	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93621	MRFAP1	100132565	GOLGA8F	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93986	FOXP2	128229	TSACC	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
93986	FOXP2	220108	FAM124A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
94005	PIGS	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
94005	PIGS	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
94005	PIGS	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
94005	PIGS	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
94039	ZNF101	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
94039	ZNF101	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
94039	ZNF101	386677	KRTAP10-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
94039	ZNF101	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
112399	EGLN3	153657	TTC23L	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
112464	PRKCDBP	114932	MRFAP1L1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
112483	SAT2	112483	SAT2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
112802	KRT71	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
112869	CCDC101	130162	CLHC1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
112950	MED8	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
113386	LOC113386	113386	LOC113386	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
113675	SDSL	113675	SDSL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
113878	DTX2	113878	DTX2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
113878	DTX2	132158	GLYCTK	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
113878	DTX2	147700	KLC3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
113878	DTX2	222546	RFX6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
113878	DTX2	388818	KRTAP26-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114088	TRIM9	143884	CWF19L2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114569	MAL2	203068	TUBB	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114569	MAL2	326624	RAB37	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114757	CYGB	414301	DDI1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114824	PNMA5	114824	PNMA5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114824	PNMA5	116225	ZMYND19	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114824	PNMA5	152007	GLIPR2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114824	PNMA5	285753	CEP57L1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114928	GPRASP2	149950	LOC149950	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114928	GPRASP2	154313	C6orf165	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114932	MRFAP1L1	114932	MRFAP1L1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114932	MRFAP1L1	119392	SFR1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114932	MRFAP1L1	120379	PIH1D2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114932	MRFAP1L1	201299	RDM1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114932	MRFAP1L1	285782	CAGE1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114932	MRFAP1L1	339834	CCDC36	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114932	MRFAP1L1	375341	C3orf62	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114971	PTPMT1	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114971	PTPMT1	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114971	PTPMT1	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114971	PTPMT1	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
114971	PTPMT1	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
115106	HAUS1	115106	HAUS1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
115106	HAUS1	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
115106	HAUS1	140691	TRIM69	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
115106	HAUS1	145282	MIPOL1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
115106	HAUS1	158067	AK8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
115106	HAUS1	220082	SPERT	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
115106	HAUS1	284001	CCDC57	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
115106	HAUS1	285753	CEP57L1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
115106	HAUS1	285782	CAGE1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
115106	HAUS1	375341	C3orf62	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
115106	HAUS1	388324	INCA1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
115106	HAUS1	541468	LURAP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
